id,subname,subid,subsubname,subsubid,desc,position
,PSD,,Attention,,"Pupils maintain their attention to familiar or enjoyable joint, small and large group activities for appropriate periods of time. In familiar settings, they maintain their attention to individuals, in one to one and small group situations, communicating about matters of interest.",PSD10
,PSD,,Attention,,"With prompts, pupil shows co-operation, responds positively to instruction, maintains attention in familiar situations and actively communicates matters of interest to contribute to group task fulfilment. ",a
,PSD,,Attention,,Pupil communicates matters of interest in one to one and small group situations.,b
,PSD,,Attention,,Pupil responds positively to instruction in 1:1 situations.,c
,PSD,,Attention,,"Without prompts, pupil shows co-operation and maintains attention in familiar large group activity.",d
,PSD,,Attention,,"Without prompts, pupil shows co-operation and maintains attention in familiar small group activity. ",e
,PSD,,Attention,,"In a range of one to one and small group situations, pupils transfer and maintain attention to individuals, communicating about matters of interest. They maintain attention to adult directed or prepared pieces of work with frequent intermittent support, for example, verbal, physical prompting.",PSD11
,PSD,,Attention,,"With verbal/physical prompting, pupil shows respect for others, maintains attention and communicates matters of interest to others without seeking to monopolise or dominate tasks. ",a
,PSD,,Attention,,"With occasional reminders, pupil treats others as equals and does not dominate inappropriately.",b
,PSD,,Attention,,Pupil maintains attention to a range of tasks and shows respect for the views and rights of others. ,c
,PSD,,Attention,,Pupil maintains attention to a range of tasks but may try to monopolise situations.,d
,PSD,,Attention,,"With intermittent prompting, pupil treats others with respect in 1:1 and small group situations.",e
,PSD,,Attention,,"Pupils maintain attention to individuals in a range of group situations and transfer attention among familiar individuals and tasks with support, for example, adult direction to attend to a different individual or activity. They maintain attention to familiar adult directed or prepared pieces of work with some intermittent support, for example, verbal, physical prompting.",PSD12
,PSD,,Attention,,"Within familiar settings, and with known peers, pupil acts in an appropriate manner.",a
,PSD,,Attention,,Pupil does not attract inappropriate attention with familiar individuals or tasks.,b
,PSD,,Attention,,"With occasional reminders, pupil demonstrates that he/she can interrupt appropriately in a range of group situations.",c
,PSD,,Attention,,"Pupil does not display attention-seeking behaviour within a classroom, e.g. shouting out.",d
,PSD,,Attention,,Pupil does not disrupt or interrupt others who are working.,e
,PSD,,Attention,,"Pupils maintain attention to individuals and transfer attention among familiar individuals and tasks with some support, for example, adult prompting to attend a different individual or activity. They maintain attention to familiar adult directed or prepared pieces of work for short periods of time, for example, 5 to 10 minutes.",PSD13
,PSD,,Attention,,"Pupil interacts appropriately with familiar people or tasks and demonstrates respect, empathy and is beginning to adjust behaviour to reflect needs of others.",a
,PSD,,Attention,,"Pupil demonstrates situational appropriate emotions in group activities, e.g. does not laugh if another child is distressed.",b
,PSD,,Attention,,Pupil empathises with others and shows consideration of their feelings when completing group tasks.,c
,PSD,,Attention,,Pupil demonstrates tolerance of others even though this may challenge them.,d
,PSD,,Attention,,Pupil is active and forthcoming in responding to group activities. ,e
,PSD,,Attention,,Pupils maintain and transfer attention appropriately among individuals and tasks in familiar group situations. They maintain attention to familiar and new adult directed or prepared pieces of work for short periods of time.,PSD14
,PSD,,Attention,,Pupil is motivated to start and complete a variety of tasks even though there may be distractions around them. ,a
,PSD,,Attention,,Pupil shows interest in a variety of tasks and is prepared to try something new.,b
,PSD,,Attention,,Pupil remains on task even when others are talking or are engaged in other activities around them. ,c
,PSD,,Attention,,Pupil shows attention by listening to adult or peers and is not easily distracted from task in hand. ,d
,PSD,,Attention,,Pupil needs infrequent prompts to stay on task.,e
,PSD,,Attention,,"Pupils maintain attention to individuals and transfer attention appropriately among individuals and tasks in group situations. They can settle independently to an adult prepared piece of work and maintain attention to it for an appropriate period of time, for example, 5 to 10 minutes.",PSD15
,PSD,,Attention,,Pupil gets started on tasks without delay and has the motivation to carry them through. ,a
,PSD,,Attention,,Pupil settles to work quickly and shows confidence by approaching new tasks without fear of failure.,b
,PSD,,Attention,,Pupil perseveres with tasks even though this may be challenging. ,c
,PSD,,Attention,,Pupil settles to work quickly but may seek teacher support or reassurance from peers to complete task.,d
,PSD,,Attention,,"Pupil attends to own work or group activity, attempts to complete but knows when to ask for help.",e
,PSD,,Attention,,Pupils have good learning organisation and only seek help where necessary.Pupils are attentive and have interest in school work. They are effective communicators and work efficiently within a group.,PSD16
,PSD,,Attention,,Pupil works well in group situations.Pupil is willing to take on responsibilities in a group context.Pupil listens to what others have to say and consequently adds positively to group discussions.Pupil works collaboratively with others and is an effective communicator in group discussions.,a
,PSD,,Attention,,"Pupil organises communication in both individual and group situations.Pupil is able to alter voice pitch and tone appropriately.Pupil uses non-verbal signals effectively, e.g. eye contact, stance, distance.Pupil is coherent and knows when it is appropriate to speak.Pupil communicates effectively with adults and peers.",b
,PSD,,Attention,,"Pupil is attentive, listens to the teacher and is not easily distracted from the task in hand.Pupil does not find it difficult to work when others around them are talking at a reasonable level.Pupil shows an interest in most schoolwork.Pupil gets started on tasks without delay and has the motivation to carry them through.Pupil generally gets enjoyment from school tasks and consequently completes them without complaint.",c
,PSD,,Attention,,Pupil works independently unless a problem arises that cannot be solved without the teacher's help.Pupil seeks attention from the teacher when appropriate.,d
,PSD,,Attention,,"Pupil seems to have a good grasp of how to organise learning tasks so that they can be successfully completed.Pupil produces tidy work, at a reasonable pace.Pupil competently copes with individual learning situations.",e
